Giá,Khoảng giá min,Khoảng giá max,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Loại xe,Dung tích xe,Xuất xứ,Chênh lệch giá
25.5,18.64,21.88,Honda,Cub,2025,1500,Xe số,100 - 175 cc,Nhật Bản,3.2399999999999984
41.5,41.35,48.54,Honda,Vario,2018,35000,Tay ga,100 - 175 cc,Nước khác,7.189999999999998
38.0,22.36,26.25,Yamaha,Exciter,2020,8500,Tay côn/Moto,100 - 175 cc,Nước khác,3.8900000000000006
15.0,8.6,10.1,Honda,Air Blade,2009,30000,Tay ga,100 - 175 cc,Đang cập nhật,1.5
5.0,4.18,4.91,Yamaha,Nouvo,2011,1000,Tay ga,100 - 175 cc,Đang cập nhật,0.7300000000000004
46.0,13.94,16.37,Honda,Future,2001,18000,Xe số,100 - 175 cc,Nhật Bản,2.4300000000000015
11.0,11.5,13.5,Suzuki,FX125,2001,900000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,2.0
35.0,31.29,36.73,Yamaha,Nvx,2021,25000,Tay ga,100 - 175 cc,Đang cập nhật,5.439999999999998
35.0,44.41,52.13,Honda,SH,2016,50000,Tay ga,100 - 175 cc,Nhật Bản,7.720000000000006
0.86,42.32,49.68,Honda,SH Mode,2020,100000,Tay ga,100 - 175 cc,Việt Nam,7.359999999999999
19.0,19.92,23.38,Yamaha,Exciter,2019,55000,Tay côn/Moto,100 - 175 cc,Việt Nam,3.4599999999999973
21.0,82.58,96.94,Honda,CBR,2023,40000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,14.36
9.5,6.48,7.61,Piaggio,Vespa,2009,444,Tay ga,100 - 175 cc,Việt Nam,1.13
3.0,6.97,8.19,Yamaha,Sirius,2015,100000,Xe số,100 - 175 cc,Đang cập nhật,1.2199999999999998
3.2,4.21,4.94,Hãng khác,Dòng khác,2007,24605,Xe số,100 - 175 cc,Trung Quốc,0.7300000000000004
39.9,36.71,43.09,Suzuki,Satria,2024,635,Tay côn/Moto,100 - 175 cc,Thái Lan,6.380000000000003
17.0,6.74,7.91,Piaggio,Vespa,2011,36000,Tay ga,100 - 175 cc,Nước khác,1.17
3.4,3.0,3.52,SYM,Attila,2008,35000,Tay ga,100 - 175 cc,Hàn Quốc,0.52
102.0,92.35,108.41,Hãng khác,Z800,2015,21000,Tay côn/Moto,Trên 175 cc,Việt Nam,16.060000000000002
10.0,11.06,12.98,Yamaha,Janus,2016,700000,Tay ga,100 - 175 cc,Việt Nam,1.92
5.5,6.04,7.09,Honda,Chaly,2020,20000,Xe số,50 - 100 cc,Nhật Bản,1.0499999999999998
6.5,4.32,5.07,SYM,Dòng khác,2011,10000,Tay ga,Dưới 50 cc,Đài Loan,0.75
9.5,6.78,7.96,Yamaha,Jupiter,2008,17000,Xe số,50 - 100 cc,Việt Nam,1.1799999999999997
4.5,38.54,45.24,Honda,Lead,2024,900,Tay ga,100 - 175 cc,Nhật Bản,6.700000000000003
6.0,6.21,7.29,Yamaha,Mio,2005,32458,Tay ga,100 - 175 cc,Nhật Bản,1.08
2.85,2.62,3.08,Hãng khác,Kawasaki,2009,350000,Xe số,100 - 175 cc,Việt Nam,0.45999999999999996
14.5,8.6,10.1,Honda,Air Blade,2009,30000,Tay ga,100 - 175 cc,Việt Nam,1.5
18.0,18.47,21.68,Honda,Vision,2018,36000,Tay ga,100 - 175 cc,Việt Nam,3.210000000000001
5.5,7.45,8.74,Piaggio,Liberty,2013,200000,Tay ga,100 - 175 cc,Đang cập nhật,1.29
7.5,6.69,7.85,Honda,Wave,2009,66666,Xe số,100 - 175 cc,Nhật Bản,1.1599999999999993
29.0,17.09,20.06,Yamaha,Exciter,2018,2000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.969999999999999
105.0,65.28,76.63,Honda,SH,2009,12000,Tay ga,100 - 175 cc,Đang cập nhật,11.349999999999994
27.0,14.49,17.01,Honda,Dream,1996,51062,Xe số,50 - 100 cc,Nhật Bản,2.5200000000000014
32.5,14.49,17.01,Honda,Dream,1996,3245,Xe số,50 - 100 cc,Đang cập nhật,2.5200000000000014
6.98,7.31,8.58,Yamaha,Sirius,2012,50000,Xe số,100 - 175 cc,Đang cập nhật,1.2700000000000005
9.2,8.99,10.56,Honda,Air Blade,2012,32000,Tay ga,100 - 175 cc,Nhật Bản,1.5700000000000003
12.5,6.9,8.1,Honda,Citi,2019,21000,Xe số,100 - 175 cc,Đang cập nhật,1.1999999999999993
7.5,6.91,8.11,Honda,Air Blade,2007,60000,Tay ga,100 - 175 cc,Việt Nam,1.1999999999999993
9.0,6.91,8.11,Honda,Air Blade,2007,63000,Tay ga,50 - 100 cc,Việt Nam,1.1999999999999993
4.2,11.52,13.52,Honda,Dream,2001,100000,Xe số,100 - 175 cc,Trung Quốc,2.0
28.0,25.76,30.24,Honda,CB,1981,0,Tay côn/Moto,Dưới 50 cc,Nhật Bản,4.479999999999997
38.5,35.67,41.87,Suzuki,GZ,2013,26619,Tay côn/Moto,100 - 175 cc,Đang cập nhật,6.199999999999996
6.0,4.55,5.34,Hãng khác,Dòng khác,2015,100000,Tay côn/Moto,100 - 175 cc,Việt Nam,0.79
72.0,73.25,85.99,Honda,SH,2023,8368,Tay ga,100 - 175 cc,Nhật Bản,12.739999999999995
30.0,25.09,29.45,Honda,Future,2022,2718,Xe số,100 - 175 cc,Nhật Bản,4.359999999999999
35.0,16.16,18.97,Yamaha,Exciter,2015,27000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,2.8099999999999987
16.0,59.58,69.94,Piaggio,Vespa,2023,3000,Tay ga,Dưới 50 cc,Nước khác,10.36
1.234567,2.4,2.81,SYM,Attila,2005,50000,Tay ga,100 - 175 cc,Đài Loan,0.41000000000000014
16.5,13.59,15.96,Honda,Future,2016,6000,Xe số,100 - 175 cc,Việt Nam,2.370000000000001
17.5,16.41,19.26,Yamaha,Grande,2017,30000,Tay ga,100 - 175 cc,Đang cập nhật,2.8500000000000014
40.0,29.43,34.55,Honda,Winner X,2025,1800,Tay côn/Moto,100 - 175 cc,Việt Nam,5.119999999999997
11.0,12.59,14.78,Honda,Air Blade,2010,28800,Tay ga,100 - 175 cc,Nhật Bản,2.1899999999999995
11.0,12.59,14.78,Honda,Air Blade,2010,18800,Tay ga,100 - 175 cc,Nhật Bản,2.1899999999999995
6.0,4.34,5.09,SYM,Attila,2013,3000,Tay ga,Không biết rõ,Việt Nam,0.75
22.0,19.92,23.38,Suzuki,Satria,2019,32000,Xe số,100 - 175 cc,Nước khác,3.4599999999999973
250.0,223.56,262.44,Hãng khác,Street Twin,2019,2000,Tay côn/Moto,Trên 175 cc,Đang cập nhật,38.879999999999995
7.0,4.67,5.49,Honda,SCR,2007,30000,Tay ga,100 - 175 cc,Việt Nam,0.8200000000000003
15.0,10.63,12.48,Hãng khác,Nio Fi 50cc,2023,8000,Tay ga,50 - 100 cc,Đài Loan,1.8499999999999996
11.0,12.96,15.22,Honda,Future,2015,100000,Xe số,100 - 175 cc,Nhật Bản,2.26
33.0,30.36,35.64,Hãng khác,RC 200,2021,31000,Tay côn/Moto,Trên 175 cc,Nước khác,5.280000000000001
40.0,32.29,37.91,Honda,Air Blade,2021,12000,Tay ga,100 - 175 cc,Việt Nam,5.619999999999997
68.0,98.4,115.51,Honda,SH,2010,30000,Tay ga,100 - 175 cc,Nước khác,17.11
18.0,15.62,18.34,Hãng khác,Candy Hi,2022,7250,Tay ga,50 - 100 cc,Hàn Quốc,2.7200000000000006
17.0,16.92,19.86,Honda,Vision,2017,50000,Tay ga,100 - 175 cc,Việt Nam,2.9399999999999977
35.0,30.13,35.37,Honda,Vario,2019,20000,Tay ga,100 - 175 cc,Đang cập nhật,5.239999999999998
7.0,6.89,8.08,SYM,Shark,2010,20000,Tay ga,100 - 175 cc,Việt Nam,1.1900000000000004
75.0,69.27,81.32,Honda,SH,2021,7000,Tay ga,100 - 175 cc,Việt Nam,12.049999999999997
25.0,21.52,25.26,Suzuki,Satria,2020,30000,Tay côn/Moto,100 - 175 cc,Nước khác,3.740000000000002
49.0,35.87,42.11,Honda,Lead,2023,1000,Tay ga,100 - 175 cc,Việt Nam,6.240000000000002
16.0,15.75,18.49,Yamaha,Exciter,2017,70000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,2.7399999999999984
32.0,53.96,63.34,Piaggio,Sprint,2021,23060,Tay ga,100 - 175 cc,Nước khác,9.380000000000003
28.0,13.94,16.37,Honda,Future,2001,60000,Xe số,100 - 175 cc,Thái Lan,2.4300000000000015
28.0,23.44,27.51,Honda,Winner X,2022,13000,Tay côn/Moto,100 - 175 cc,Việt Nam,4.07
33.0,18.91,22.2,Honda,PS,2008,65000,Tay ga,100 - 175 cc,Nước khác,3.289999999999999
8.5,6.82,8.01,Honda,Wave,2008,41726,Xe số,50 - 100 cc,Nhật Bản,1.1899999999999995
17.0,15.75,18.49,Yamaha,Exciter,2017,70000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,2.7399999999999984
7.0,6.58,7.72,Honda,Wave,2011,60000,Xe số,100 - 175 cc,Việt Nam,1.1399999999999997
10.8,8.72,10.23,Hãng khác,Candy Hi,2009,10000,Tay ga,Dưới 50 cc,Đài Loan,1.5099999999999998
50.0,40.61,47.67,Honda,SH,2008,48000,Tay ga,Trên 175 cc,Việt Nam,7.060000000000002
16.8,11.52,13.52,Honda,Wave,2004,113,Xe số,100 - 175 cc,Việt Nam,2.0
1.8,8.28,9.73,Honda,Wave,2015,100000,Xe số,50 - 100 cc,Hàn Quốc,1.450000000000001
20.0,5.26,6.18,Honda,Cub,2000,20000,Xe số,Dưới 50 cc,Nhật Bản,0.9199999999999999
16.0,8.55,10.04,Hãng khác,Dòng khác,2025,1500,Tay ga,Dưới 50 cc,Trung Quốc,1.4899999999999984
9.0,3.55,4.17,Hãng khác,Dòng khác,2010,30000,Tay ga,100 - 175 cc,Việt Nam,0.6200000000000001
3.8,10.68,12.54,Honda,Wave,2005,60000,Xe số,100 - 175 cc,Trung Quốc,1.8599999999999994
19.0,6.61,7.76,Honda,Cub,1981,19998,Xe số,Dưới 50 cc,Nhật Bản,1.1499999999999995
15.0,13.86,16.27,Yamaha,Exciter,2014,99000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.41
4.8,12.07,14.17,Honda,67,trước năm 1980,123456,Tay côn/Moto,Dưới 50 cc,Nhật Bản,2.0999999999999996
58.0,54.03,63.43,Honda,SH Mode,2024,6200,Tay ga,100 - 175 cc,Việt Nam,9.399999999999999
13.8,6.31,7.4,Honda,Dòng khác,2008,9999,Tay côn/Moto,100 - 175 cc,Nhật Bản,1.0900000000000007
8.0,4.27,5.02,Hãng khác,Dòng khác,2004,18000,Tay ga,100 - 175 cc,Việt Nam,0.75
50.0,12.07,14.17,Honda,67,trước năm 1980,3000,Tay côn/Moto,50 - 100 cc,Nhật Bản,2.0999999999999996
18.0,17.08,20.05,Honda,Winner X,2020,40000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.9700000000000024
22.5,13.86,16.27,Yamaha,Exciter,2014,10000,Xe số,100 - 175 cc,Nhật Bản,2.41
58.0,54.03,63.43,Honda,SH Mode,2024,62000,Tay ga,100 - 175 cc,Việt Nam,9.399999999999999
7.0,6.91,8.11,Honda,Air Blade,2007,60000,Tay ga,50 - 100 cc,Đang cập nhật,1.1999999999999993
23.0,19.93,23.4,Yamaha,Janus,2023,5800,Tay ga,50 - 100 cc,Việt Nam,3.469999999999999
69.0,69.27,81.32,Honda,SH,2021,35000,Tay ga,100 - 175 cc,Việt Nam,12.049999999999997
16.5,17.34,20.36,Honda,Dream,1994,20000,Xe số,100 - 175 cc,Thái Lan,3.0199999999999996
8.0,6.1,7.16,Honda,Lead,2009,58408,Tay ga,50 - 100 cc,Việt Nam,1.0600000000000005
59.0,54.28,63.72,Hãng khác,Duke 390,2018,36000,Tay côn/Moto,Trên 175 cc,Đang cập nhật,9.439999999999998
4.5,9.62,11.3,Honda,Dream,2003,100000,Tay côn/Moto,50 - 100 cc,Hàn Quốc,1.6800000000000015
27.5,32.29,37.91,Honda,Air Blade,2021,11000,Tay ga,100 - 175 cc,Đang cập nhật,5.619999999999997
188.0,11.13,13.07,Hãng khác,Dòng khác,2023,999999,Tay ga,100 - 175 cc,Đang cập nhật,1.9399999999999995
62.0,40.61,47.67,Honda,SH,2008,15000,Tay ga,100 - 175 cc,Nước khác,7.060000000000002
28.0,15.75,18.49,Yamaha,Exciter,2017,4000,Xe số,100 - 175 cc,Việt Nam,2.7399999999999984
12.0,11.06,12.98,Yamaha,Janus,2016,40000,Tay ga,100 - 175 cc,Việt Nam,1.92
42.0,40.61,47.67,Honda,SH,2008,24108,Tay ga,100 - 175 cc,Nước khác,7.060000000000002
7.0,10.12,11.88,Honda,Dòng khác,2012,60000,Tay ga,100 - 175 cc,Nhật Bản,1.7600000000000016
65.0,111.87,131.33,Honda,SH,2011,15555,Tay ga,100 - 175 cc,Đang cập nhật,19.460000000000008
7.5,6.89,8.08,SYM,Shark,2010,20000,Tay ga,100 - 175 cc,Việt Nam,1.1900000000000004
34.5,34.12,40.05,Honda,Air Blade,2022,5800,Tay ga,100 - 175 cc,Việt Nam,5.93
28.0,22.35,26.24,Honda,Air Blade,2018,500000,Tay ga,100 - 175 cc,Nhật Bản,3.889999999999997
3.7,3.91,4.59,Hãng khác,Dòng khác,2001,99997,Xe số,Trên 175 cc,Trung Quốc,0.6799999999999997
10.0,11.52,13.52,Honda,Wave,2004,99999,Xe số,100 - 175 cc,Nhật Bản,2.0
50.0,31.2,36.62,Honda,Spacy,2002,36600,Tay ga,100 - 175 cc,Nhật Bản,5.419999999999998
280.0,118.87,139.54,Suzuki,Sport / Xipo,1998,2000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,20.669999999999987
25.0,22.35,26.24,Honda,Air Blade,2018,40000,Tay ga,100 - 175 cc,Việt Nam,3.889999999999997
7.0,8.97,10.53,Yamaha,Sirius,2018,5000,Xe số,100 - 175 cc,Việt Nam,1.5599999999999987
20.5,19.92,23.38,Yamaha,Exciter,2019,0,Tay côn/Moto,100 - 175 cc,Đang cập nhật,3.4599999999999973
11.0,6.69,7.85,Honda,Wave,2009,70000,Xe số,100 - 175 cc,Đang cập nhật,1.1599999999999993
110.0,98.4,115.51,Honda,SH,2010,22000,Tay ga,100 - 175 cc,Nước khác,17.11
8.0,8.99,10.56,Honda,Air Blade,2012,100000,Tay ga,100 - 175 cc,Việt Nam,1.5700000000000003
68.8,55.2,64.8,Honda,SH,2017,32000,Tay ga,100 - 175 cc,Việt Nam,9.599999999999994
15.0,16.04,18.83,Honda,Winner,2019,26000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,2.789999999999999
8.0,6.87,8.06,Honda,Wave,2012,56000,Xe số,100 - 175 cc,Đang cập nhật,1.1900000000000004
6.8,11.03,12.95,Honda,Vision,2013,20000,Tay ga,100 - 175 cc,Đang cập nhật,1.92
50.0,41.35,48.54,Honda,Vario,2018,57000,Tay ga,100 - 175 cc,Đang cập nhật,7.189999999999998
6.0,10.56,12.4,Suzuki,Raider,2016,130000,Tay côn/Moto,100 - 175 cc,Việt Nam,1.8399999999999999
8.9,4.85,5.7,Hãng khác,Max,2001,6689,Xe số,50 - 100 cc,Nhật Bản,0.8500000000000005
29.0,29.9,35.1,Honda,Vision,2024,12000,Tay ga,100 - 175 cc,Việt Nam,5.200000000000003
29.0,28.79,33.8,Yamaha,Exciter,2022,60000,Tay côn/Moto,100 - 175 cc,Việt Nam,5.009999999999998
8.0,13.83,16.24,Honda,Air Blade,2013,10000,Tay ga,100 - 175 cc,Nhật Bản,2.4099999999999984
15.0,10.55,12.38,Honda,Wave,2002,180000,Xe số,50 - 100 cc,Thái Lan,1.83
22.5,14.51,17.04,Yamaha,Exciter,2013,11111,Tay côn/Moto,100 - 175 cc,Việt Nam,2.5299999999999994
13.0,52.61,61.76,Honda,Dòng khác,2023,9999,Tay ga,Dưới 50 cc,Nhật Bản,9.149999999999999
76.0,303.6,356.4,Honda,CB,2006,25000,Tay côn/Moto,Trên 175 cc,Đang cập nhật,52.799999999999955
60.0,44.41,52.13,Honda,SH,2016,8000,Tay ga,50 - 100 cc,Nhật Bản,7.720000000000006
18.0,11.95,14.03,Honda,Cub,1993,600000,Xe số,50 - 100 cc,Nhật Bản,2.08
25.0,20.16,23.67,Suzuki,Raider,2020,20000,Tay côn/Moto,100 - 175 cc,Việt Nam,3.5100000000000016
23.0,21.52,25.26,Suzuki,Satria,2020,28000,Xe số,100 - 175 cc,Đang cập nhật,3.740000000000002
45.0,35.34,41.48,Honda,Vario,2023,25,Tay ga,100 - 175 cc,Nước khác,6.1399999999999935
32.0,15.08,17.71,Honda,Dream,1995,0,Xe số,100 - 175 cc,Thái Lan,2.630000000000001
8.8,8.9,10.45,Honda,Blade,2017,58000,Xe số,100 - 175 cc,Nhật Bản,1.549999999999999
10.0,7.27,8.54,Honda,Wave,2007,99999,Xe số,100 - 175 cc,Nhật Bản,1.2699999999999996
10.6,8.99,10.56,Honda,Air Blade,2012,21345,Tay ga,100 - 175 cc,Nhật Bản,1.5700000000000003
21.5,24.75,29.06,Honda,Winner X,2023,40000,Tay côn/Moto,100 - 175 cc,Việt Nam,4.309999999999999
15.0,17.67,20.75,Honda,Winner,2021,20000,Tay côn/Moto,100 - 175 cc,Nhật Bản,3.0799999999999983
25.0,28.0,32.86,Honda,Vision,2023,17000,Tay ga,100 - 175 cc,Việt Nam,4.859999999999999
25.0,13.38,15.71,Honda,Winner,2017,45000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.33
4.2,3.0,3.52,SYM,Attila,2008,34000,Tay ga,100 - 175 cc,Việt Nam,0.52
37.0,30.13,35.37,Honda,Vario,2019,5000,Tay ga,100 - 175 cc,Việt Nam,5.239999999999998
9.5,8.99,10.56,Honda,Air Blade,2012,29000,Tay ga,100 - 175 cc,Đang cập nhật,1.5700000000000003
222.222222,58.13,68.25,Honda,SH,2018,35900,Tay ga,100 - 175 cc,Nước khác,10.119999999999997
8.9,3.91,4.59,Hãng khác,Dòng khác,2011,690000,Tay ga,100 - 175 cc,Việt Nam,0.6799999999999997
24.5,47.12,55.32,Honda,ADV 150,2022,9999,Tay côn/Moto,100 - 175 cc,Thái Lan,8.200000000000003
14.5,14.57,17.1,Honda,Winner,2018,500000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.530000000000001
31.0,10.55,12.38,Honda,Wave,2002,3030,Xe số,100 - 175 cc,Nhật Bản,1.83
15.0,14.57,17.1,Honda,Winner,2018,500000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.530000000000001
13.5,13.66,16.04,Honda,Wave,2021,999,Xe số,100 - 175 cc,Việt Nam,2.379999999999999
20.5,20.93,24.56,Honda,Sonic,2019,50000,Tay côn/Moto,100 - 175 cc,Nhật Bản,3.629999999999999
4.0,9.31,10.92,Suzuki,Dòng khác,2013,400000,Tay ga,100 - 175 cc,Đang cập nhật,1.6099999999999994
25.0,24.66,28.94,Suzuki,GSX,2022,100,Tay côn/Moto,100 - 175 cc,Nước khác,4.280000000000001
5.0,5.1,5.99,Yamaha,Mio,2009,25000,Tay ga,100 - 175 cc,Đang cập nhật,0.8900000000000006
8.8,8.28,9.73,Honda,Wave,2015,39000,Xe số,100 - 175 cc,Thái Lan,1.450000000000001
79.0,65.71,77.13,Honda,SH,2020,42000,Tay ga,100 - 175 cc,Việt Nam,11.420000000000002
15.5,13.38,15.71,Honda,Winner,2017,55000,Tay côn/Moto,100 - 175 cc,Nhật Bản,2.33
27.0,50.29,59.04,Honda,Dòng khác,2021,8300,Tay ga,100 - 175 cc,Nước khác,8.75
4.8,4.18,4.9,Suzuki,Hayate,2012,39000,Tay ga,100 - 175 cc,Thái Lan,0.7200000000000006
8.0,4.94,5.8,Piaggio,LX,2010,29686,Tay ga,100 - 175 cc,Nước khác,0.8599999999999994
20.0,20.02,23.5,Honda,SH,2002,50000,Tay ga,100 - 175 cc,Nước khác,3.4800000000000004
2.5,3.0,3.52,SYM,Attila,2008,12345,Tay ga,100 - 175 cc,Đài Loan,0.52
7.7,8.92,10.47,Yamaha,Nozza,2014,39000,Tay ga,100 - 175 cc,Thái Lan,1.5500000000000007
36.0,33.33,39.13,Honda,Scoopy,2024,5000,Tay ga,100 - 175 cc,Nước khác,5.800000000000004
6.8,6.12,7.18,Yamaha,Sirius,2010,25000,Xe số,100 - 175 cc,Đang cập nhật,1.0599999999999996
48.0,43.1,50.6,Piaggio,Vespa,2019,7283,Tay ga,100 - 175 cc,Đang cập nhật,7.5
7.7,6.69,7.85,Honda,Wave,2009,25000,Xe số,100 - 175 cc,Đang cập nhật,1.1599999999999993
10.5,10.54,12.37,Honda,Vision,2012,1500,Tay ga,50 - 100 cc,Nhật Bản,1.83
58.5,4.61,5.41,Honda,Dream,2009,1000,Xe số,100 - 175 cc,Việt Nam,0.7999999999999998
15.0,10.08,11.83,Honda,Wave,2003,11000,Xe số,100 - 175 cc,Nhật Bản,1.75
35.6,36.71,43.1,Honda,Air Blade,2023,23,Tay ga,100 - 175 cc,Đang cập nhật,6.390000000000001
128.0,98.4,115.51,Honda,SH,2010,9999,Tay ga,100 - 175 cc,Nhật Bản,17.11
33.5,28.0,32.86,Honda,Vision,2023,3000,Tay ga,100 - 175 cc,Việt Nam,4.859999999999999
11.5,10.39,12.2,Honda,Wave,2018,20,Xe số,100 - 175 cc,Đang cập nhật,1.8099999999999987
14.5,10.39,12.2,Honda,Wave,2018,12345,Xe số,100 - 175 cc,Nhật Bản,1.8099999999999987
3.55,3.41,4.0,Hãng khác,Dòng khác,2009,350000,Xe số,100 - 175 cc,Trung Quốc,0.5899999999999999
6.8,12.59,14.78,Honda,Air Blade,2010,25000,Tay ga,100 - 175 cc,Đang cập nhật,2.1899999999999995
69.0,58.13,68.25,Honda,SH,2018,60000,Tay ga,100 - 175 cc,Nhật Bản,10.119999999999997
16.0,14.16,16.63,Honda,Future,2000,50000,Xe số,100 - 175 cc,Đang cập nhật,2.469999999999999
16.2,15.81,18.56,Honda,Winner X,2017,20000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.7499999999999982
6.4,7.17,8.42,SYM,Shark,2012,22222,Tay ga,100 - 175 cc,Đài Loan,1.25
54.0,43.18,50.69,Yamaha,MT,2018,41000,Tay côn/Moto,Trên 175 cc,Nhật Bản,7.509999999999998
2.9,3.91,4.59,Hãng khác,Dòng khác,2011,198999,Xe số,100 - 175 cc,Nước khác,0.6799999999999997
10.0,12.15,14.27,Honda,Vision,2014,22222,Tay ga,100 - 175 cc,Đang cập nhật,2.119999999999999
12.4,13.83,16.24,Honda,Air Blade,2013,19000,Tay ga,100 - 175 cc,Đang cập nhật,2.4099999999999984
6.8,6.69,7.85,Honda,Wave,2009,69999,Xe số,50 - 100 cc,Việt Nam,1.1599999999999993
17.0,13.34,15.66,Yamaha,Sirius,2023,21000,Xe số,100 - 175 cc,Việt Nam,2.3200000000000003
20.5,16.53,19.41,Honda,Lead,2016,10000,Tay ga,100 - 175 cc,Nhật Bản,2.879999999999999
29.99,31.1,36.51,Yamaha,R,2020,30000,Tay côn/Moto,100 - 175 cc,Việt Nam,5.409999999999997
6.6,6.06,7.11,Honda,Wave,2010,39000,Tay ga,100 - 175 cc,Đang cập nhật,1.0500000000000007
7.8,6.06,7.11,Honda,Wave,2010,90000,Xe số,100 - 175 cc,Nhật Bản,1.0500000000000007
7.5,5.1,5.98,Yamaha,Nouvo,2012,69000,Tay ga,100 - 175 cc,Nhật Bản,0.8800000000000008
17.5,15.75,18.49,Yamaha,Exciter,2017,70000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,2.7399999999999984
260.0,22.36,26.25,Yamaha,Exciter,2020,10542,Xe số,100 - 175 cc,Việt Nam,3.8900000000000006
14.5,13.07,15.35,Honda,Future,2004,46000,Xe số,100 - 175 cc,Việt Nam,2.2799999999999994
7.0,7.25,8.51,Honda,Lead,2011,50000,Tay ga,100 - 175 cc,Việt Nam,1.2599999999999998
10.0,6.1,7.16,Honda,Lead,2009,143701,Tay ga,100 - 175 cc,Việt Nam,1.0600000000000005
9.7,5.26,6.18,Honda,Cub,2000,780000,Xe số,50 - 100 cc,Việt Nam,0.9199999999999999
11.5,5.52,6.48,Piaggio,Vespa,2008,40000,Tay ga,100 - 175 cc,Nước khác,0.9600000000000009
10.6,12.15,14.27,Honda,Vision,2014,54000,Tay ga,100 - 175 cc,Đang cập nhật,2.119999999999999
5.7,3.18,3.73,SYM,Elegant,2012,25000,Xe số,100 - 175 cc,Đang cập nhật,0.5499999999999998
12.0,16.71,19.62,Honda,Dream,1998,80000,Xe số,50 - 100 cc,Nhật Bản,2.91
8.5,7.76,9.11,Honda,Cub,1999,40000,Xe số,50 - 100 cc,Nhật Bản,1.3499999999999996
17.0,16.31,19.14,Honda,Wave,2024,120000,Xe số,100 - 175 cc,Nhật Bản,2.830000000000002
2.5,4.18,4.91,Yamaha,Nouvo,2011,198999,Tay ga,100 - 175 cc,Nước khác,0.7300000000000004
28.0,22.99,26.99,Yamaha,Nvx,2019,53000,Tay ga,100 - 175 cc,Việt Nam,4.0
7.0,5.67,6.66,Suzuki,Dòng khác,2004,50000,Xe số,100 - 175 cc,Nước khác,0.9900000000000002
15.0,19.98,23.46,Honda,Air Blade,2016,123123,Tay ga,100 - 175 cc,Nhật Bản,3.4800000000000004
7.9,8.5,9.98,Yamaha,Jupiter,2007,69000,Xe số,100 - 175 cc,Đang cập nhật,1.4800000000000004
30.0,36.71,43.1,Honda,Air Blade,2023,220000,Tay ga,100 - 175 cc,Việt Nam,6.390000000000001
19.5,16.88,19.81,Honda,Vision,2016,40000,Tay ga,100 - 175 cc,Việt Nam,2.9299999999999997
51.0,41.35,48.54,Honda,Vario,2018,49000,Tay ga,100 - 175 cc,Nước khác,7.189999999999998
11.0,9.14,10.73,Honda,Blade,2016,417709,Xe số,100 - 175 cc,Nhật Bản,1.5899999999999999
2.5,6.09,7.14,Yamaha,Dòng khác,2011,198999,Xe số,100 - 175 cc,Đang cập nhật,1.0499999999999998
12.0,11.68,13.71,Honda,Wave,2019,35000,Xe số,100 - 175 cc,Việt Nam,2.030000000000001
30.5,11.75,13.8,Honda,Wave,1998,49000,Xe số,50 - 100 cc,Thái Lan,2.0500000000000007
7.5,6.12,7.18,Yamaha,Sirius,2010,40500,Xe số,100 - 175 cc,Việt Nam,1.0599999999999996
8.5,11.67,13.7,Honda,Lead,2013,90000,Tay ga,100 - 175 cc,Việt Nam,2.0299999999999994
8.8,6.97,8.19,Yamaha,Sirius,2015,25000,Xe số,100 - 175 cc,Nước khác,1.2199999999999998
2.9,7.47,8.77,Yamaha,Nouvo,2015,1000,Tay ga,100 - 175 cc,Đang cập nhật,1.2999999999999998
2.0,6.69,7.85,Honda,Wave,2009,100000,Xe số,50 - 100 cc,Đang cập nhật,1.1599999999999993
30.0,35.34,41.48,Honda,Vario,2023,2600,Tay ga,100 - 175 cc,Nước khác,6.1399999999999935
82.0,69.27,81.32,Honda,SH,2021,50000,Tay ga,100 - 175 cc,Việt Nam,12.049999999999997
3.6,4.21,4.94,Hãng khác,Dòng khác,2007,15846,Xe số,Dưới 50 cc,Đài Loan,0.7300000000000004
80.0,69.27,81.32,Honda,SH,2021,50325,Tay ga,100 - 175 cc,Việt Nam,12.049999999999997
3.0,7.47,8.77,Yamaha,Nouvo,2015,100000,Tay ga,100 - 175 cc,Nhật Bản,1.2999999999999998
8.0,7.36,8.64,Piaggio,Fly,2016,600000,Tay ga,100 - 175 cc,Việt Nam,1.2800000000000002
6.2,6.33,7.43,Yamaha,Sirius,2008,30000,Xe số,100 - 175 cc,Nhật Bản,1.0999999999999996
