Giá,Khoảng giá min,Khoảng giá max,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Loại xe,Dung tích xe,Xuất xứ,Chênh lệch giá
6.2,4.43,5.21,SYM,Elegant,2012,54321,Xe số,100 - 175 cc,Đang cập nhật,0.7800000000000002
5.999999,6.13,7.2,Yamaha,Nouvo,2013,9999,Tay ga,100 - 175 cc,Việt Nam,1.0700000000000003
60.0,69.11,81.13,Honda,Click,2022,16000,Tay ga,100 - 175 cc,Thái Lan,12.019999999999996
14.0,8.65,10.15,Honda,Wave,2015,43,Xe số,100 - 175 cc,Việt Nam,1.5
14.0,8.65,10.15,Honda,Wave,2015,43,Xe số,100 - 175 cc,Việt Nam,1.5
4.7,6.23,7.31,Yamaha,Jupiter,2010,30000,Xe số,100 - 175 cc,Nhật Bản,1.0799999999999992
23.0,25.95,30.46,Honda,Sonic,2022,40024,Tay côn/Moto,100 - 175 cc,Việt Nam,4.510000000000002
3.8,5.35,6.29,Suzuki,Dòng khác,2005,50000,Xe số,50 - 100 cc,Nhật Bản,0.9400000000000004
22.0,43.1,50.59,Yamaha,Dòng khác,2023,20000,Tay ga,100 - 175 cc,Nước khác,7.490000000000002
9.5,6.48,7.61,Yamaha,Sirius,2010,40000,Xe số,100 - 175 cc,Việt Nam,1.13
9.5,81.67,95.87,Honda,Dòng khác,2011,26000,Xe số,100 - 175 cc,Việt Nam,14.200000000000003
48.0,41.69,48.94,Piaggio,Vespa,2019,27000,Tay ga,100 - 175 cc,Việt Nam,7.25
6.3,9.16,10.76,Honda,Dòng khác,2000,50000,Tay côn/Moto,Trên 175 cc,Nhật Bản,1.5999999999999996
5.3,6.67,7.83,Yamaha,Jupiter,2011,30000,Xe số,100 - 175 cc,Nhật Bản,1.1600000000000001
6.0,4.14,4.86,Hãng khác,Dòng khác,1999,100000,Tay ga,100 - 175 cc,Việt Nam,0.7200000000000006
13.0,11.69,13.72,Honda,Wave,2019,13333,Xe số,100 - 175 cc,Việt Nam,2.030000000000001
12.5,14.49,17.01,Honda,Winner,2018,57,Xe số,100 - 175 cc,Việt Nam,2.5200000000000014
0.2,15.19,17.83,Honda,Air Blade,2014,0,Tay ga,100 - 175 cc,Việt Nam,2.639999999999999
27.5,25.22,29.61,Honda,Future,2022,30000,Xe số,100 - 175 cc,Nhật Bản,4.390000000000001
3.7,3.51,4.12,Hãng khác,Dòng khác,2002,1234,Xe số,100 - 175 cc,Đài Loan,0.6100000000000003
160.0,74.3,87.23,Honda,SH,2022,900,Tay ga,Trên 175 cc,Đang cập nhật,12.930000000000007
4.5,3.68,4.32,Yamaha,Nouvo,2009,35000,Tay ga,100 - 175 cc,Nhật Bản,0.6400000000000001
12.5,13.07,15.34,Yamaha,Janus,2017,8661,Tay ga,100 - 175 cc,Nhật Bản,2.2699999999999996
7.0,7.57,8.89,Honda,Air Blade,2008,30000,Tay ga,100 - 175 cc,Nhật Bản,1.3200000000000003
4.2,4.14,4.86,Piaggio,Zip,2008,10000,Tay ga,50 - 100 cc,Nước khác,0.7200000000000006
7.5,7.69,9.02,Honda,Blade,2015,45000,Xe số,100 - 175 cc,Việt Nam,1.3299999999999992
15.0,13.6,15.96,Honda,Air Blade,2013,10000,Tay ga,100 - 175 cc,Việt Nam,2.360000000000001
9.5,7.87,9.24,Honda,Lead,2012,48000,Tay ga,100 - 175 cc,Nhật Bản,1.37
4.7,9.87,11.59,Honda,Dream,2000,2,Xe số,100 - 175 cc,Trung Quốc,1.7200000000000006
11.0,10.77,12.65,Yamaha,Janus,2016,500000,Tay ga,100 - 175 cc,Việt Nam,1.8800000000000008
7.5,7.17,8.41,Honda,Cub,2007,70,Xe số,Dưới 50 cc,Hàn Quốc,1.2400000000000002
7.0,28.44,33.39,Yamaha,Exciter,2022,45000,Xe số,Dưới 50 cc,Việt Nam,4.949999999999999
39.999999,10.0,11.74,Honda,Wave,2017,3000,Xe số,50 - 100 cc,Việt Nam,1.7400000000000002
2.8,18.04,21.18,Honda,Dream,2012,30000,Xe số,100 - 175 cc,Trung Quốc,3.1400000000000006
20.8,23.37,27.43,Suzuki,GSX,2018,40,Tay côn/Moto,100 - 175 cc,Đang cập nhật,4.059999999999999
64.0,51.39,60.33,Piaggio,Vespa,2021,170000,Tay ga,100 - 175 cc,Nước khác,8.939999999999998
94.0,74.21,87.11,Honda,SH,2023,8000,Tay ga,100 - 175 cc,Việt Nam,12.900000000000006
10.0,21.86,25.66,Honda,Future,2007,50,Xe số,100 - 175 cc,Đang cập nhật,3.8000000000000007
95.0,75.95,89.16,Honda,SH,2024,29879,Tay ga,100 - 175 cc,Việt Nam,13.209999999999994
3.5,7.55,8.86,Yamaha,Sirius,2014,300000,Xe số,100 - 175 cc,Nhật Bản,1.3099999999999996
83.0,70.02,82.2,Honda,SH,2021,15000,Tay ga,100 - 175 cc,Việt Nam,12.180000000000007
6.8,5.94,6.97,Honda,Wave,2010,46000,Xe số,100 - 175 cc,Hàn Quốc,1.0299999999999994
22.0,16.92,19.86,Yamaha,FZ,2015,23000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,2.9399999999999977
15.0,16.83,19.75,Honda,Vision,2016,111111,Tay ga,100 - 175 cc,Việt Nam,2.9200000000000017
39.8,51.28,60.19,Honda,Vario,2017,25000,Tay ga,100 - 175 cc,Thái Lan,8.909999999999997
12.6,12.27,14.4,Honda,Vision,2014,16000,Tay ga,100 - 175 cc,Nhật Bản,2.130000000000001
6.5,6.77,7.94,Honda,Wave,2008,99999,Xe số,50 - 100 cc,Nhật Bản,1.1700000000000008
20.0,38.25,44.9,Yamaha,Exciter,2007,100000,Xe số,100 - 175 cc,Thái Lan,6.649999999999999
6.0,6.81,7.99,Hãng khác,Dòng khác,2016,1000,Tay ga,100 - 175 cc,Nhật Bản,1.1800000000000006
6.3,9.85,11.56,Honda,Air Blade,2011,30000,Tay ga,100 - 175 cc,Việt Nam,1.7100000000000009
38.0,14.53,17.05,Honda,Future,2019,14000,Xe số,100 - 175 cc,Đang cập nhật,2.5200000000000014
8.5,6.57,7.71,Piaggio,Vespa,2011,17900,Tay ga,100 - 175 cc,Nước khác,1.1399999999999997
9.0,10.55,12.38,Hãng khác,Dòng khác,2022,6000,Tay côn/Moto,50 - 100 cc,Việt Nam,1.83
10.0,11.75,13.8,Yamaha,FZ,2013,60000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.0500000000000007
23.5,23.04,27.05,Honda,PCX,2014,21000,Tay ga,100 - 175 cc,Việt Nam,4.010000000000002
206.0,32.43,38.07,Honda,CBR,2013,26999,Tay côn/Moto,Trên 175 cc,Nhật Bản,5.640000000000001
20.0,13.65,16.02,Yamaha,Grande,2015,106,Tay ga,Không biết rõ,Việt Nam,2.369999999999999
49.5,51.28,60.19,Honda,Vario,2017,100000,Tay ga,100 - 175 cc,Nước khác,8.909999999999997
110.0,95.08,111.62,Honda,SH,2010,40000,Tay ga,100 - 175 cc,Việt Nam,16.540000000000006
42.0,61.59,72.3,Honda,PCX,2022,1880,Tay ga,100 - 175 cc,Nước khác,10.709999999999994
35.0,35.47,41.64,Suzuki,GZ,2013,16000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,6.170000000000002
6.0,14.53,17.05,Honda,Air Blade,2000,9999,Tay ga,100 - 175 cc,Nhật Bản,2.5200000000000014
72.8,64.28,75.46,Piaggio,GTS,2020,8000,Tay ga,100 - 175 cc,Nước khác,11.179999999999993
2.0,2.91,3.42,SYM,Attila,2008,258000,Tay ga,100 - 175 cc,Việt Nam,0.5099999999999998
12.9,13.6,15.96,Honda,Air Blade,2013,127000,Tay ga,100 - 175 cc,Việt Nam,2.360000000000001
8.0,14.53,17.05,SYM,Shark,2018,25000,Tay ga,100 - 175 cc,Việt Nam,2.5200000000000014
18.0,11.74,13.78,Honda,Wave,2004,20000,Xe số,100 - 175 cc,Nhật Bản,2.039999999999999
28.8,26.21,30.77,Yamaha,PG-1,2024,8700,Xe số,100 - 175 cc,Việt Nam,4.559999999999999
10.0,5.28,6.2,Piaggio,Vespa,2010,22000,Tay ga,100 - 175 cc,Nước khác,0.9199999999999999
19.0,58.28,68.41,Suzuki,Sport / Xipo,1999,20000,Xe số,100 - 175 cc,Việt Nam,10.129999999999995
9.0,5.94,6.97,Honda,Wave,2010,30000,Xe số,50 - 100 cc,Đang cập nhật,1.0299999999999994
80.0,62.14,72.95,Honda,SH,2019,33000,Tay ga,100 - 175 cc,Việt Nam,10.810000000000002
16.0,6.85,8.04,Honda,Dòng khác,2004,70000,Tay ga,Trên 175 cc,Nhật Bản,1.1899999999999995
0.0068,7.21,8.47,Yamaha,Jupiter,2007,300000,Xe số,100 - 175 cc,Nhật Bản,1.2600000000000007
6.8,7.21,8.47,Yamaha,Jupiter,2007,30000,Xe số,100 - 175 cc,Nhật Bản,1.2600000000000007
8.0,5.94,6.97,Honda,Wave,2010,82000,Xe số,100 - 175 cc,Việt Nam,1.0299999999999994
7.5,7.21,8.47,Yamaha,Jupiter,2007,30000,Xe số,100 - 175 cc,Nhật Bản,1.2600000000000007
13.0,13.75,16.14,Honda,Winner,2017,34000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,2.3900000000000006
69.9,66.3,77.83,Honda,SH,2020,50000,Tay ga,100 - 175 cc,Nhật Bản,11.530000000000001
45.0,51.03,59.9,Hãng khác,Z300,2016,67000,Tay côn/Moto,Trên 175 cc,Đang cập nhật,8.869999999999997
22.0,19.81,23.26,Yamaha,Exciter,2019,300000,Tay côn/Moto,100 - 175 cc,Việt Nam,3.450000000000003
30.0,24.1,28.29,Honda,Air Blade,2019,28000,Tay ga,100 - 175 cc,Đang cập nhật,4.189999999999998
8.3,6.77,7.94,Honda,Wave,2008,9999,Xe số,100 - 175 cc,Việt Nam,1.1700000000000008
55.0,52.32,61.42,Piaggio,Sprint,2020,10000,Tay ga,100 - 175 cc,Đang cập nhật,9.100000000000001
25.0,19.81,23.26,Yamaha,Exciter,2019,26204,Tay côn/Moto,100 - 175 cc,Nước khác,3.450000000000003
35.5,35.85,42.08,Honda,Vario,2024,11000,Tay ga,100 - 175 cc,Thái Lan,6.229999999999997
17.5,18.56,21.79,Honda,Vision,2018,30000,Tay ga,100 - 175 cc,Nhật Bản,3.2300000000000004
20.0,19.86,23.32,Piaggio,Liberty,2020,2000,Tay ga,100 - 175 cc,Nước khác,3.460000000000001
6.5,6.3,7.39,Yamaha,Sirius,2009,100001,Xe số,100 - 175 cc,Đang cập nhật,1.0899999999999999
19.7,20.04,23.53,Honda,Air Blade,2016,69,Tay ga,100 - 175 cc,Việt Nam,3.490000000000002
2.0,3.68,4.32,Yamaha,Nouvo,2009,9999,Tay ga,100 - 175 cc,Việt Nam,0.6400000000000001
30.6,25.22,29.61,Honda,Future,2022,5300,Xe số,100 - 175 cc,Việt Nam,4.390000000000001
25.5,21.0,24.66,Honda,Air Blade,2017,35000,Tay ga,100 - 175 cc,Việt Nam,3.66
7.8,7.9,9.27,Yamaha,Sirius,2016,66430,Xe số,100 - 175 cc,Việt Nam,1.3699999999999992
6.0,5.28,6.2,Piaggio,Vespa,2010,29113,Tay ga,100 - 175 cc,Việt Nam,0.9199999999999999
0.0073,5.89,6.92,Yamaha,Mio,2010,6789,Tay ga,100 - 175 cc,Việt Nam,1.0300000000000002
55.0,14.53,17.05,Yamaha,Yass,2021,100000,Xe số,100 - 175 cc,Nhật Bản,2.5200000000000014
7.0,9.74,11.44,Piaggio,Vespa,2013,20110,Tay ga,100 - 175 cc,Việt Nam,1.6999999999999993
160.0,74.3,87.23,Honda,SH,2022,1000,Tay ga,Trên 175 cc,Thái Lan,12.930000000000007
7.0,8.92,10.48,SYM,Venus,2016,48000,Tay ga,100 - 175 cc,Nước khác,1.5600000000000005
10.0,6.77,7.94,Honda,Wave,2008,75000,Xe số,100 - 175 cc,Việt Nam,1.1700000000000008
4.2,4.18,4.91,Hãng khác,Dòng khác,2004,100000,Xe số,100 - 175 cc,Trung Quốc,0.7300000000000004
15.0,10.62,12.47,Hãng khác,Espero,2024,4575,Tay ga,Dưới 50 cc,Việt Nam,1.8500000000000014
1.5,5.94,6.97,Honda,Wave,2010,34849,Xe số,Không biết rõ,Trung Quốc,1.0299999999999994
24.8,20.8,24.42,Honda,Vision,2019,12500,Tay ga,100 - 175 cc,Việt Nam,3.620000000000001
11.9,8.55,10.04,Honda,Cub,1997,18650,Xe số,Dưới 50 cc,Đang cập nhật,1.4899999999999984
33.0,31.01,36.4,Honda,SH Mode,2016,64000,Tay ga,100 - 175 cc,Đang cập nhật,5.389999999999997
30.0,27.17,31.89,Honda,Lead,2020,17000,Tay ga,100 - 175 cc,Nhật Bản,4.719999999999999
39.8,41.61,48.85,Yamaha,Exciter,2010,40000,Xe số,100 - 175 cc,Thái Lan,7.240000000000002
37.9,40.54,47.59,Honda,Vario,2018,25000,Tay ga,100 - 175 cc,Thái Lan,7.050000000000004
26.0,25.22,29.61,Honda,Future,2022,25000,Xe số,100 - 175 cc,Nhật Bản,4.390000000000001
5.5,5.1,5.99,Yamaha,Mio,2009,34567,Tay ga,100 - 175 cc,Việt Nam,0.8900000000000006
17.8,17.47,20.51,Honda,Vision,2017,29000,Tay ga,100 - 175 cc,Việt Nam,3.0400000000000027
15.0,24.1,28.29,Honda,Air Blade,2019,20000,Tay ga,100 - 175 cc,Việt Nam,4.189999999999998
8.6,5.94,6.97,Honda,Wave,2010,100000,Xe số,100 - 175 cc,Nhật Bản,1.0299999999999994
4.0,5.94,6.97,Honda,Wave,2010,100000,Xe số,100 - 175 cc,Việt Nam,1.0299999999999994
3.9,7.62,8.94,Yamaha,Nouvo,2015,190000,Tay ga,100 - 175 cc,Nhật Bản,1.3199999999999994
17.0,4.59,5.38,Hãng khác,Dòng khác,2015,20000,Tay côn/Moto,100 - 175 cc,Nước khác,0.79
8.5,4.21,4.94,Suzuki,Hayate,2012,99999,Tay ga,100 - 175 cc,Đang cập nhật,0.7300000000000004
15.0,14.53,17.05,Honda,Future,2000,10000,Xe số,50 - 100 cc,Nhật Bản,2.5200000000000014
7.5,5.33,6.25,Honda,@,2006,999966,Xe số,50 - 100 cc,Đang cập nhật,0.9199999999999999
63.0,61.37,72.04,Yamaha,XSR,2023,6000,Tay côn/Moto,100 - 175 cc,Nước khác,10.670000000000009
6.0,7.24,8.49,Yamaha,Sirius,2013,70000,Xe số,100 - 175 cc,Nhật Bản,1.25
5.5,6.2,7.28,Honda,Cub,2000,40000,Xe số,50 - 100 cc,Nhật Bản,1.08
7.0,9.06,10.64,Honda,Air Blade,2012,40000,Tay ga,50 - 100 cc,Việt Nam,1.58
22.5,20.87,24.5,Yamaha,Freego,2022,24000,Tay ga,100 - 175 cc,Việt Nam,3.629999999999999
22.0,13.66,16.04,Yamaha,Exciter,2012,10000,Tay côn/Moto,Trên 175 cc,Việt Nam,2.379999999999999
3.9,6.5,7.63,Yamaha,Nouvo,2017,190000,Tay ga,100 - 175 cc,Nhật Bản,1.13
1.5,3.92,4.6,Hãng khác,Dòng khác,2006,9999,Xe số,100 - 175 cc,Trung Quốc,0.6799999999999997
7.8,5.94,6.97,Honda,Wave,2010,33333,Xe số,100 - 175 cc,Việt Nam,1.0299999999999994
8.8,10.4,12.2,Honda,Wave,2018,50000,Xe số,100 - 175 cc,Nhật Bản,1.799999999999999
12.0,14.38,16.88,Piaggio,Liberty,2016,46000,Tay ga,100 - 175 cc,Việt Nam,2.4999999999999982
12.8,13.47,15.81,Yamaha,Sirius,2023,29000,Xe số,100 - 175 cc,Nhật Bản,2.34
10.7,8.97,10.53,Yamaha,Nozza,2015,59,Tay ga,100 - 175 cc,Việt Nam,1.5599999999999987
68.0,59.13,69.42,Piaggio,Vespa,2023,18000,Tay ga,100 - 175 cc,Việt Nam,10.29
29.5,27.17,31.89,Honda,Lead,2020,17000,Tay ga,100 - 175 cc,Nhật Bản,4.719999999999999
13.5,10.4,12.2,Honda,Wave,2018,47000,Xe số,100 - 175 cc,Nhật Bản,1.799999999999999
86.0,77.17,90.59,Honda,SH,2025,100,Tay ga,100 - 175 cc,Việt Nam,13.420000000000002
16.5,16.55,19.43,Honda,Lead,2016,999,Tay ga,100 - 175 cc,Nhật Bản,2.879999999999999
18.0,18.56,21.79,Honda,Vision,2018,64500,Tay ga,100 - 175 cc,Đang cập nhật,3.2300000000000004
17.8,13.8,16.21,Honda,Dream,2004,0,Xe số,50 - 100 cc,Việt Nam,2.41
18.0,9.85,11.56,Honda,Air Blade,2011,400000,Tay ga,50 - 100 cc,Việt Nam,1.7100000000000009
6.5,6.99,8.21,Honda,Wave,2012,10000,Xe số,100 - 175 cc,Hàn Quốc,1.2200000000000006
16.5,11.43,13.42,Honda,Wave,2020,0,Xe số,100 - 175 cc,Việt Nam,1.9900000000000002
8.0,7.34,8.61,Honda,Lead,2011,75500,Tay ga,100 - 175 cc,Việt Nam,1.2699999999999996
35.0,55.9,65.62,Honda,SH,2017,100000,Tay ga,100 - 175 cc,Việt Nam,9.720000000000006
7.5,11.35,13.32,Honda,Cub,1993,40000,Xe số,50 - 100 cc,Nhật Bản,1.9700000000000006
31.0,32.36,37.99,Honda,Air Blade,2021,77777,Tay ga,100 - 175 cc,Nhật Bản,5.630000000000003
20.0,23.04,27.05,Honda,PCX,2014,50000,Tay ga,100 - 175 cc,Đang cập nhật,4.010000000000002
1.7,5.94,6.97,Honda,Wave,2010,20000,Xe số,50 - 100 cc,Trung Quốc,1.0299999999999994
6.3,7.24,8.49,Yamaha,Sirius,2013,15,Xe số,50 - 100 cc,Nhật Bản,1.25
55.0,55.9,65.62,Honda,SH,2017,122345,Tay ga,100 - 175 cc,Việt Nam,9.720000000000006
25.0,23.37,27.43,Suzuki,GSX,2018,33393,Tay côn/Moto,100 - 175 cc,Việt Nam,4.059999999999999
14.5,9.95,11.68,Honda,Wave,2002,16500,Xe số,50 - 100 cc,Nhật Bản,1.7300000000000004
7.0,33.66,39.52,Honda,Dòng khác,2019,4000,Xe số,50 - 100 cc,Việt Nam,5.8600000000000065
15.5,15.97,18.75,Honda,Air Blade,2015,100000,Tay ga,100 - 175 cc,Việt Nam,2.7799999999999994
37.0,32.36,37.99,Honda,Air Blade,2021,40900,Tay ga,100 - 175 cc,Việt Nam,5.630000000000003
13.5,13.07,15.34,Yamaha,Janus,2017,8642,Tay ga,100 - 175 cc,Nhật Bản,2.2699999999999996
33.0,26.31,30.89,Yamaha,YB125,2019,10000,Xe số,100 - 175 cc,Nước khác,4.580000000000002
9.5,8.39,9.84,Piaggio,Vespa,2012,0,Tay ga,100 - 175 cc,Nước khác,1.4499999999999993
2.9,3.24,3.8,SYM,Attila,2025,0,Tay ga,100 - 175 cc,Nhật Bản,0.5599999999999996
3.0,4.04,4.74,Yamaha,Nouvo,2010,42000,Tay ga,100 - 175 cc,Nhật Bản,0.7000000000000002
160.0,95.08,111.62,Honda,SH,2010,18000,Tay ga,100 - 175 cc,Việt Nam,16.540000000000006
46.0,41.69,48.94,Piaggio,Vespa,2019,28000,Tay ga,100 - 175 cc,Việt Nam,7.25
5.3,5.89,6.92,Yamaha,Mio,2010,68888,Tay ga,100 - 175 cc,Nhật Bản,1.0300000000000002
16.9,16.83,19.75,Honda,Vision,2016,25000,Tay ga,100 - 175 cc,Việt Nam,2.9200000000000017
21.0,21.0,24.66,Honda,Air Blade,2017,46000,Tay ga,100 - 175 cc,Việt Nam,3.66
20.0,21.77,25.55,Honda,Vision,2020,47000,Xe số,100 - 175 cc,Nước khác,3.780000000000001
10.032,6.25,7.33,Honda,Dylan,2002,87888,Tay ga,100 - 175 cc,Nhật Bản,1.08
26.5,24.11,28.3,Honda,Lead,2019,50000,Tay ga,100 - 175 cc,Việt Nam,4.190000000000001
5.5,3.92,4.6,Piaggio,Zip,2011,20000,Tay ga,100 - 175 cc,Đang cập nhật,0.6799999999999997
9.5,7.53,8.84,Honda,Click,2010,14825,Tay ga,100 - 175 cc,Việt Nam,1.3099999999999996
24.0,58.28,68.41,Suzuki,Sport / Xipo,1999,20000,Xe số,100 - 175 cc,Việt Nam,10.129999999999995
18.6,17.08,20.05,Honda,Winner X,2020,20000,Xe số,100 - 175 cc,Việt Nam,2.9700000000000024
9.0,9.51,11.16,Honda,Blade,2017,50000,Xe số,100 - 175 cc,Việt Nam,1.6500000000000004
9.9,7.87,9.24,Honda,Lead,2012,900000,Tay ga,100 - 175 cc,Việt Nam,1.37
23.5,14.53,17.05,Yamaha,Exciter,2013,125588,Tay côn/Moto,100 - 175 cc,Việt Nam,2.5200000000000014
31.0,31.14,36.55,Yamaha,R,2019,19000,Tay côn/Moto,100 - 175 cc,Nước khác,5.409999999999997
16.8,5.41,6.35,Yamaha,Mio,2006,3000,Tay ga,100 - 175 cc,Nhật Bản,0.9399999999999995
23.5,24.5,28.77,Honda,Vision,2021,20000,Tay ga,100 - 175 cc,Việt Nam,4.27
18.5,16.76,19.67,Yamaha,Exciter,2018,44000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.91
4.0,57.96,68.03,Honda,SH,2018,111,Tay ga,100 - 175 cc,Thái Lan,10.07
19.0,21.0,24.66,Honda,Air Blade,2017,400000,Tay ga,100 - 175 cc,Việt Nam,3.66
37.0,32.36,37.99,Honda,Air Blade,2021,23000,Tay ga,100 - 175 cc,Đang cập nhật,5.630000000000003
11.0,13.66,16.04,Yamaha,Exciter,2012,383838,Tay côn/Moto,100 - 175 cc,Đang cập nhật,2.379999999999999
29.5,26.85,31.52,Yamaha,Dòng khác,2019,1000,Tay côn/Moto,100 - 175 cc,Nhật Bản,4.669999999999998
4.5,9.76,11.45,Honda,Dòng khác,2005,999999,Xe số,Dưới 50 cc,Đang cập nhật,1.6899999999999995
22.5,14.53,17.05,Yamaha,Exciter,2013,20000,Xe số,100 - 175 cc,Đang cập nhật,2.5200000000000014
9.0,6.37,7.48,Yamaha,Sirius,2011,48000,Xe số,100 - 175 cc,Việt Nam,1.1100000000000003
12.0,5.47,6.43,Yamaha,Nozza,2016,20300,Tay ga,100 - 175 cc,Việt Nam,0.96
66.0,41.61,48.85,Yamaha,Exciter,2010,2500,Xe số,100 - 175 cc,Việt Nam,7.240000000000002
2.0,3.11,3.65,SYM,Attila,2010,2000,Tay ga,100 - 175 cc,Nhật Bản,0.54
12.5,11.43,13.42,Honda,Wave,2020,25600,Xe số,100 - 175 cc,Việt Nam,1.9900000000000002
21.0,21.77,25.55,Honda,Vision,2020,44000,Tay ga,100 - 175 cc,Việt Nam,3.780000000000001
33.0,53.36,62.64,Hãng khác,Legend 200,2023,136000,Tay côn/Moto,Trên 175 cc,Thái Lan,9.280000000000001
13.0,13.66,16.04,Yamaha,Exciter,2012,555555,Tay côn/Moto,100 - 175 cc,Đang cập nhật,2.379999999999999
7.0,6.78,7.96,Honda,Wave,2009,77000,Xe số,100 - 175 cc,Việt Nam,1.1799999999999997
10.3,5.94,6.97,Honda,Wave,2010,9000,Xe số,50 - 100 cc,Việt Nam,1.0299999999999994
26.5,25.22,29.61,Honda,Future,2022,0,Xe số,100 - 175 cc,Việt Nam,4.390000000000001
22.0,15.95,18.72,Honda,Wave,2024,12000,Xe số,100 - 175 cc,Nhật Bản,2.7699999999999996
8.5,6.02,7.06,Yamaha,Sirius,2007,161282,Xe số,50 - 100 cc,Đang cập nhật,1.04
13.0,11.43,13.42,Honda,Wave,2020,25500,Xe số,100 - 175 cc,Việt Nam,1.9900000000000002
18.0,13.61,15.98,Yamaha,Exciter,2014,50000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.370000000000001
29.0,26.85,31.52,Yamaha,Dòng khác,2019,4038,Tay côn/Moto,100 - 175 cc,Việt Nam,4.669999999999998
7.0,8.64,10.15,Honda,Blade,2016,64000,Xe số,100 - 175 cc,Đang cập nhật,1.5099999999999998
3.5,3.73,4.38,SYM,Attila,2012,30000,Tay ga,100 - 175 cc,Việt Nam,0.6499999999999999
6.8,6.54,7.68,SYM,Shark,2011,68379,Tay ga,100 - 175 cc,Việt Nam,1.1399999999999997
6.0,15.73,18.46,Yamaha,Exciter,2017,10000,Xe số,Dưới 50 cc,Đang cập nhật,2.7300000000000004
9.5,5.08,5.97,Honda,Cub,1990,45678,Xe số,Dưới 50 cc,Nhật Bản,0.8899999999999997
6.8,14.41,16.91,Yamaha,Sirius,2025,0,Xe số,100 - 175 cc,Nhật Bản,2.5
8.9,16.15,18.96,Honda,Dòng khác,2015,590000,Xe số,100 - 175 cc,Việt Nam,2.8100000000000023
82.0,109.65,128.72,Honda,SH,2012,35000,Tay ga,100 - 175 cc,Nước khác,19.069999999999993
10.5,10.0,11.74,Honda,Wave,2017,15000,Xe số,100 - 175 cc,Nhật Bản,1.7400000000000002
12.0,12.64,14.84,Honda,Air Blade,2010,61526,Tay ga,100 - 175 cc,Việt Nam,2.1999999999999993
18.5,15.73,18.46,Yamaha,Exciter,2017,0,Tay côn/Moto,100 - 175 cc,Việt Nam,2.7300000000000004
40.0,14.53,17.05,Hãng khác,Legend Gentleman 200,2023,2,Tay côn/Moto,100 - 175 cc,Thái Lan,2.5200000000000014
6.5,3.68,4.32,Hãng khác,Dòng khác,2010,32,Xe số,Dưới 50 cc,Việt Nam,0.6400000000000001
7.3,17.23,20.23,Piaggio,Vespa,2014,20000,Tay ga,100 - 175 cc,Nước khác,3.0
8.0,7.21,8.46,Honda,Wave,2007,15000,Xe số,100 - 175 cc,Đang cập nhật,1.2500000000000009
8.5,6.99,8.21,Honda,Wave,2012,88000,Xe số,100 - 175 cc,Việt Nam,1.2200000000000006
17.5,16.55,19.43,Honda,Lead,2016,16000,Tay ga,100 - 175 cc,Đang cập nhật,2.879999999999999
18.0,15.95,18.72,Honda,Wave,2024,12000,Xe số,100 - 175 cc,Việt Nam,2.7699999999999996
11.5,11.2,13.15,Yamaha,Jupiter,2018,123456,Xe số,100 - 175 cc,Nhật Bản,1.950000000000001
14.0,15.17,17.81,Yamaha,Exciter,2015,35000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.639999999999999
22.0,58.28,68.41,Suzuki,Sport / Xipo,1999,27000,Xe số,100 - 175 cc,Việt Nam,10.129999999999995
15.0,13.75,16.14,Honda,Winner,2017,110000,Tay côn/Moto,100 - 175 cc,Việt Nam,2.3900000000000006
23.0,20.65,24.24,Honda,Sonic,2019,27000,Tay côn/Moto,100 - 175 cc,Nước khác,3.59
4.0,9.8,11.51,SYM,Dòng khác,2019,17000,Xe số,50 - 100 cc,Việt Nam,1.709999999999999
12.0,9.54,11.2,Yamaha,Sirius,2019,36000,Xe số,100 - 175 cc,Nhật Bản,1.6600000000000001
7.5,5.1,5.99,Yamaha,Mio,2009,24863,Tay ga,100 - 175 cc,Nhật Bản,0.8900000000000006
9.8,36.71,43.1,Honda,Air Blade,2023,5678,Tay ga,100 - 175 cc,Nhật Bản,6.390000000000001
62.0,45.34,53.22,Piaggio,Vespa,2022,6454,Tay ga,Không biết rõ,Nước khác,7.8799999999999955
2.2,4.37,5.13,Hãng khác,Dòng khác,2007,100000,Xe số,100 - 175 cc,Trung Quốc,0.7599999999999998
25.0,22.72,26.67,Honda,Sonic,2021,38000,Tay côn/Moto,100 - 175 cc,Nước khác,3.950000000000003
25.0,22.72,26.67,Honda,Sonic,2021,380000,Tay côn/Moto,100 - 175 cc,Nước khác,3.950000000000003
85.0,74.3,87.23,Honda,SH,2022,10224,Tay ga,100 - 175 cc,Đang cập nhật,12.930000000000007
5.0,3.37,3.96,SYM,Dòng khác,2008,54678,Xe số,100 - 175 cc,Việt Nam,0.5899999999999999
8.0,7.57,8.89,Honda,Air Blade,2008,35000,Tay ga,50 - 100 cc,Việt Nam,1.3200000000000003
43.5,36.06,42.33,Honda,Vario,2023,11000,Tay ga,100 - 175 cc,Việt Nam,6.269999999999996
